I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.457,0.099,-0.359,-0.278,0.40750000000000003,-0.1295,-0.634,-1.32,-1.277,-1.265,-0.496,0.365
0.435,0.071,-0.363,-0.253,0.3995,-0.14650000000000002,-0.614,-1.156,-1.137,-1.106,-0.485,0.333
0.414,0.042,-0.372,-0.22799999999999998,0.39299999999999996,-0.16499999999999998,-0.578,-0.97,-0.99,-0.97,-0.471,0.277
0.41,0.015,-0.395,-0.2125,0.40249999999999997,-0.19,-0.545,-0.805,-0.85,-0.86,-0.455,0.225
0.352,0.007,-0.346,-0.1795,0.3485,-0.16899999999999998,-0.461,-0.656,-0.694,-0.737,-0.446,0.144
0.292,-0.003,-0.294,-0.1445,0.2935,-0.149,-0.391,-0.549,-0.583,-0.645,-0.404,0.046
0.252,0.015,-0.237,-0.1335,0.2445,-0.111,-0.337,-0.46,-0.479,-0.544,-0.35,-0.021
0.204,0.061,-0.143,-0.1325,0.1735,-0.040999999999999995,-0.282,-0.367,-0.364,-0.421,-0.302,-0.052
0.14,0.1,-0.04,-0.12000000000000001,0.09000000000000001,0.03,-0.23,-0.285,-0.27,-0.31,-0.24,-0.09
0.115,0.135,0.021,-0.125,0.0475,0.07750000000000001,-0.176,-0.225,-0.183,-0.202,-0.178,-0.146
0.092,0.176,0.084,-0.134,0.0040000000000000036,0.13,-0.142,-0.161,-0.127,-0.135,-0.132,-0.162
0.087,0.208,0.121,-0.1475,-0.017,0.16449999999999998,-0.115,-0.122,-0.079,-0.08,-0.085,-0.16
0.085,0.222,0.137,-0.1535,-0.025999999999999995,0.1795,-0.091,-0.112,-0.038,-0.033,-0.05,-0.167
0.06,0.23,0.17,-0.14500000000000002,-0.05500000000000001,0.2,-0.085,-0.095,-0.03,-0.025,-0.045,-0.17
0.072,0.243,0.172,-0.1575,-0.0495,0.207,-0.081,-0.079,-0.023,-0.017,-0.037,-0.169
0.074,0.243,0.169,-0.1585,-0.0475,0.206,-0.077,-0.065,-0.011,-0.009,-0.029,-0.176
0.069,0.239,0.17,-0.154,-0.05049999999999999,0.2045,-0.073,-0.057,-0.001,0.001,-0.021,-0.181
0.07,0.24,0.17,-0.155,-0.04999999999999999,0.205,-0.069,-0.054,0.008,0.012,-0.013,-0.19
0.07,0.24,0.17,-0.155,-0.04999999999999999,0.205,-0.065,-0.05,0.02,0.02,-0.005,-0.215
0.07,0.24,0.17,-0.155,-0.04999999999999999,0.205,-0.061,-0.046,0.028,0.028,-0.001,-0.227
0.07,0.24,0.17,-0.155,-0.04999999999999999,0.205,-0.057,-0.045,0.034,0.033,0.003,-0.242
0.07,0.24,0.17,-0.155,-0.04999999999999999,0.205,-0.054,-0.044,0.035,0.039,0.007,-0.254
0.07,0.24,0.17,-0.155,-0.04999999999999999,0.205,-0.055,-0.039,0.036,0.046,0.01,-0.264
0.07,0.24,0.17,-0.155,-0.04999999999999999,0.205,-0.055,-0.035,0.04,0.05,0.01,-0.28
0.07,0.24,0.17,-0.155,-0.04999999999999999,0.205,-0.051,-0.035,0.039,0.054,0.014,-0.284
0.069,0.24,0.171,-0.1545,-0.05099999999999999,0.2055,-0.049,-0.033,0.052,0.056,0.015,-0.291
0.072,0.24,0.168,-0.156,-0.048,0.204,-0.051,-0.027,0.064,0.053,0.016,-0.296
0.067,0.24,0.173,-0.1535,-0.05299999999999999,0.2065,-0.049,-0.025,0.065,0.058,0.021,-0.303
0.045,0.24,0.195,-0.1425,-0.075,0.2175,-0.045,-0.025,0.065,0.075,0.025,-0.32
0.031,0.24,0.209,-0.1355,-0.089,0.22449999999999998,-0.045,-0.021,0.069,0.08,0.025,-0.323
0.032,0.24,0.208,-0.136,-0.088,0.22399999999999998,-0.046,-0.02,0.07,0.081,0.029,-0.336
0.036,0.24,0.204,-0.13799999999999998,-0.08399999999999999,0.222,-0.043,-0.02,0.072,0.078,0.029,-0.351
0.035,0.24,0.205,-0.1375,-0.08499999999999999,0.22249999999999998,-0.04,-0.02,0.075,0.083,0.033,-0.355
0.035,0.24,0.205,-0.1375,-0.08499999999999999,0.22249999999999998,-0.04,-0.02,0.075,0.1,0.05,-0.36
0.035,0.24,0.205,-0.1375,-0.08499999999999999,0.22249999999999998,-0.04,-0.02,0.079,0.105,0.055,-0.377
0.038,0.24,0.202,-0.13899999999999998,-0.08199999999999999,0.221,-0.037,-0.02,0.081,0.105,0.055,-0.382
0.041,0.24,0.199,-0.14049999999999999,-0.07899999999999999,0.2195,-0.034,-0.02,0.078,0.105,0.055,-0.379
0.04,0.24,0.2,-0.13999999999999999,-0.07999999999999999,0.22,-0.035,-0.02,0.083,0.105,0.055,-0.382
0.04,0.24,0.2,-0.13999999999999999,-0.07999999999999999,0.22,-0.035,-0.02,0.095,0.105,0.055,-0.395
0.04,0.24,0.2,-0.13999999999999999,-0.07999999999999999,0.22,-0.031,-0.02,0.091,0.105,0.055,-0.415
0.043,0.24,0.197,-0.1415,-0.077,0.2185,-0.029,-0.02,0.089,0.105,0.054,-0.432
0.046,0.24,0.194,-0.143,-0.074,0.217,-0.031,-0.02,0.09,0.105,0.057,-0.434
0.044,0.239,0.195,-0.1415,-0.0755,0.217,-0.029,-0.019,0.09,0.105,0.06,-0.439
0.04,0.235,0.195,-0.13749999999999998,-0.07749999999999999,0.215,-0.025,-0.015,0.09,0.105,0.06,-0.46
0.04,0.235,0.195,-0.13749999999999998,-0.07749999999999999,0.215,-0.025,-0.015,0.09,0.105,0.06,-0.464
0.04,0.235,0.196,-0.13749999999999998,-0.07749999999999999,0.215,-0.025,-0.015,0.087,0.105,0.06,-0.474
0.042,0.235,0.193,-0.13849999999999998,-0.07549999999999998,0.214,-0.025,-0.015,0.084,0.105,0.06,-0.482
0.045,0.235,0.19,-0.13999999999999999,-0.0725,0.2125,-0.024,-0.015,0.085,0.106,0.06,-0.488
0.045,0.235,0.19,-0.13999999999999999,-0.0725,0.2125,-0.02,-0.015,0.085,0.11,0.06,-0.51
0.045,0.235,0.19,-0.13999999999999999,-0.0725,0.2125,-0.02,-0.015,0.085,0.11,0.06,-0.527
0.045,0.236,0.191,-0.14049999999999999,-0.073,0.2135,-0.021,-0.015,0.085,0.11,0.06,-0.535
0.045,0.233,0.188,-0.139,-0.07150000000000001,0.21050000000000002,-0.018,-0.015,0.085,0.11,0.06,-0.534
0.045,0.23,0.185,-0.1375,-0.07,0.20750000000000002,-0.015,-0.015,0.084,0.11,0.06,-0.537
0.045,0.23,0.185,-0.1375,-0.07,0.20750000000000002,-0.015,-0.015,0.08,0.11,0.06,-0.55
0.045,0.23,0.185,-0.1375,-0.07,0.20750000000000002,-0.015,-0.015,0.08,0.11,0.06,-0.559
0.045,0.23,0.185,-0.1375,-0.07,0.20750000000000002,-0.016,-0.016,0.08,0.11,0.063,-0.564
0.045,0.23,0.185,-0.1375,-0.07,0.20750000000000002,-0.013,-0.013,0.08,0.11,0.066,-0.565
0.046,0.23,0.184,-0.138,-0.069,0.20700000000000002,-0.01,-0.01,0.08,0.11,0.065,-0.566
0.05,0.23,0.18,-0.14,-0.065,0.20500000000000002,-0.01,-0.01,0.08,0.11,0.065,-0.575
0.051,0.23,0.18,-0.1405,-0.064,0.20450000000000002,-0.01,-0.01,0.076,0.11,0.065,-0.592
0.047,0.227,0.18,-0.137,-0.0665,0.20350000000000001,-0.01,-0.007,0.075,0.111,0.065,-0.595
0.045,0.224,0.18,-0.1345,-0.067,0.2015,-0.008,-0.004,0.075,0.108,0.065,-0.599
0.045,0.225,0.18,-0.135,-0.0675,0.2025,-0.005,-0.005,0.075,0.105,0.065,-0.613
0.045,0.225,0.18,-0.135,-0.0675,0.2025,-0.005,-0.005,0.075,0.105,0.065,-0.625
0.045,0.225,0.18,-0.135,-0.0675,0.2025,-0.005,-0.001,0.075,0.105,0.065,-0.638
0.044,0.225,0.181,-0.1345,-0.0685,0.203,-0.002,0.001,0.074,0.105,0.065,-0.644
0.047,0.225,0.178,-0.136,-0.0655,0.2015,0.0,-0.001,0.077,0.105,0.065,-0.647
0.05,0.225,0.175,-0.1375,-0.0625,0.2,0.0,0.001,0.08,0.105,0.065,-0.659
0.05,0.225,0.175,-0.1375,-0.0625,0.2,0.0,0.005,0.08,0.105,0.065,-0.68
0.05,0.225,0.175,-0.1375,-0.0625,0.2,0.0,0.005,0.08,0.105,0.065,-0.693
0.047,0.222,0.175,-0.1345,-0.064,0.1985,0.003,0.004,0.083,0.105,0.065,-0.701
0.044,0.219,0.175,-0.1315,-0.0655,0.197,0.006,0.007,0.086,0.105,0.065,-0.709
0.045,0.22,0.175,-0.1325,-0.065,0.1975,0.005,0.01,0.085,0.104,0.065,-0.717
0.045,0.22,0.175,-0.1325,-0.065,0.1975,0.005,0.01,0.085,0.1,0.065,-0.72
0.045,0.22,0.175,-0.1325,-0.065,0.1975,0.005,0.01,0.089,0.1,0.065,-0.719
0.048,0.22,0.172,-0.134,-0.062,0.196,0.008,0.013,0.09,0.1,0.065,-0.728
0.051,0.22,0.169,-0.1355,-0.059000000000000004,0.1945,0.012,0.016,0.09,0.1,0.065,-0.741
0.049,0.22,0.171,-0.1345,-0.061,0.1955,0.016,0.015,0.09,0.1,0.065,-0.754
0.035,0.22,0.185,-0.1275,-0.075,0.2025,0.02,0.015,0.09,0.1,0.065,-0.77
0.009,0.22,0.211,-0.1145,-0.101,0.2155,0.024,0.019,0.094,0.1,0.065,-0.771
0.008,0.22,0.212,-0.114,-0.10200000000000001,0.216,0.028,0.02,0.095,0.1,0.065,-0.769
0.02,0.22,0.2,-0.12,-0.09,0.21,0.033,0.02,0.097,0.1,0.065,-0.772
0.026,0.22,0.194,-0.123,-0.084,0.207,0.035,0.02,0.101,0.1,0.065,-0.785
0.035,0.22,0.185,-0.1275,-0.075,0.2025,0.03,0.02,0.1,0.1,0.065,-0.805
0.044,0.22,0.176,-0.132,-0.066,0.198,0.024,0.027,0.097,0.097,0.063,-0.803
0.008,0.22,0.212,-0.114,-0.10200000000000001,0.216,0.037,0.043,0.118,0.119,0.08,-0.795
-0.012,0.22,0.232,-0.104,-0.122,0.226,0.047,0.054,0.135,0.133,0.095,-0.8
0.003,0.22,0.217,-0.1115,-0.107,0.2185,0.045,0.055,0.135,0.129,0.095,-0.812
0.005,0.22,0.215,-0.1125,-0.105,0.2175,0.045,0.055,0.14,0.13,0.095,-0.82
0.008,0.22,0.212,-0.114,-0.10200000000000001,0.216,0.045,0.055,0.144,0.13,0.095,-0.837
0.016,0.22,0.204,-0.118,-0.094,0.212,0.045,0.058,0.145,0.13,0.095,-0.845
0.022,0.22,0.198,-0.121,-0.088,0.209,0.045,0.061,0.145,0.13,0.095,-0.859
0.027,0.22,0.193,-0.1235,-0.083,0.2065,0.045,0.059,0.145,0.13,0.095,-0.879
0.03,0.22,0.19,-0.125,-0.08,0.20500000000000002,0.045,0.06,0.145,0.13,0.095,-0.885
0.013,0.22,0.207,-0.1165,-0.097,0.2135,0.045,0.082,0.149,0.134,0.095,-0.888
0.009,0.22,0.211,-0.1145,-0.101,0.2155,0.044,0.082,0.152,0.137,0.095,-0.899
0.021,0.22,0.199,-0.1205,-0.089,0.2095,0.049,0.085,0.162,0.145,0.095,-0.909
0.005,0.22,0.215,-0.1125,-0.105,0.2175,0.065,0.104,0.179,0.159,0.095,-0.909
-0.045,0.22,0.265,-0.0875,-0.155,0.2425,0.08,0.115,0.19,0.175,0.095,-0.91
-0.04,0.22,0.26,-0.09,-0.15,0.24,0.076,0.12,0.195,0.18,0.095,-0.929
-0.027,0.22,0.247,-0.0965,-0.137,0.2335,0.074,0.12,0.195,0.18,0.095,-0.948
-0.021,0.22,0.241,-0.0995,-0.131,0.2305,0.075,0.119,0.197,0.18,0.095,-0.962
-0.013,0.22,0.233,-0.1035,-0.123,0.2265,0.075,0.121,0.2,0.181,0.095,-0.971
-0.005,0.22,0.225,-0.1075,-0.115,0.2225,0.075,0.125,0.2,0.185,0.095,-0.975
0.003,0.22,0.217,-0.1115,-0.107,0.2185,0.075,0.125,0.204,0.185,0.099,-0.983
0.008,0.22,0.212,-0.114,-0.10200000000000001,0.216,0.076,0.126,0.208,0.184,0.101,-0.991
0.012,0.22,0.208,-0.116,-0.098,0.214,0.073,0.123,0.211,0.187,0.099,-1.0
0.007,0.22,0.213,-0.1135,-0.103,0.2165,0.078,0.129,0.218,0.19,0.101,-1.006
-0.005,0.22,0.225,-0.1075,-0.115,0.2225,0.095,0.145,0.23,0.185,0.105,-1.01
-0.003,0.22,0.223,-0.1085,-0.113,0.2215,0.092,0.138,0.226,0.18,0.105,-1.026
0.007,0.22,0.213,-0.1135,-0.103,0.2165,0.086,0.131,0.224,0.18,0.104,-1.036
-0.007,0.22,0.227,-0.1065,-0.117,0.2235,0.083,0.128,0.226,0.178,0.107,-1.046
-0.027,0.22,0.247,-0.0965,-0.137,0.2335,0.079,0.124,0.224,0.175,0.11,-1.057
-0.02,0.22,0.24,-0.1,-0.13,0.23,0.075,0.12,0.22,0.175,0.11,-1.06
-0.019,0.22,0.239,-0.1005,-0.129,0.2295,0.075,0.116,0.219,0.171,0.11,-1.065
-0.02,0.22,0.24,-0.1,-0.13,0.23,0.072,0.113,0.222,0.166,0.113,-1.06
-0.02,0.22,0.24,-0.1,-0.13,0.23,0.068,0.104,0.215,0.165,0.116,-1.068
-0.02,0.22,0.24,-0.1,-0.13,0.23,0.064,0.093,0.203,0.164,0.115,-1.088
-0.02,0.22,0.24,-0.1,-0.13,0.23,0.06,0.085,0.195,0.16,0.115,-1.09
-0.016,0.22,0.236,-0.10200000000000001,-0.126,0.228,0.055,0.073,0.183,0.161,0.119,-1.09
-0.015,0.22,0.235,-0.10250000000000001,-0.125,0.2275,0.056,0.064,0.174,0.152,0.12,-1.089
-0.015,0.22,0.235,-0.10250000000000001,-0.125,0.2275,0.052,0.054,0.164,0.139,0.122,-1.092
-0.015,0.22,0.235,-0.10250000000000001,-0.125,0.2275,0.043,0.043,0.153,0.127,0.125,-1.095
-0.015,0.22,0.235,-0.10250000000000001,-0.125,0.2275,0.04,0.035,0.145,0.115,0.125,-1.095
-0.016,0.22,0.236,-0.10200000000000001,-0.126,0.228,0.036,0.023,0.129,0.103,0.138,-1.097
-0.007,0.223,0.23,-0.108,-0.11850000000000001,0.2265,0.032,0.013,0.116,0.088,0.139,-1.084
0.005,0.226,0.22,-0.1155,-0.108,0.2235,0.028,0.007,0.102,0.074,0.132,-1.101
0.011,0.225,0.214,-0.11800000000000001,-0.1015,0.2195,0.024,-0.003,0.087,0.061,0.13,-1.134
0.015,0.225,0.21,-0.12,-0.0975,0.2175,0.02,-0.015,0.075,0.045,0.13,-1.13
0.023,0.225,0.202,-0.124,-0.0895,0.2135,0.016,-0.023,0.063,0.032,0.126,-1.129
0.032,0.225,0.193,-0.1285,-0.0805,0.20900000000000002,0.015,-0.03,0.054,0.024,0.125,-1.131
0.037,0.225,0.188,-0.131,-0.07550000000000001,0.20650000000000002,0.016,-0.042,0.044,0.016,0.123,-1.129
0.041,0.225,0.184,-0.133,-0.07150000000000001,0.20450000000000002,0.014,-0.06,0.033,0.008,0.12,-1.132
0.045,0.225,0.18,-0.135,-0.0675,0.2025,0.01,-0.075,0.025,0.0,0.12,-1.145
0.049,0.225,0.176,-0.137,-0.0635,0.2005,0.01,-0.08,0.013,-0.008,0.116,-1.149
0.05,0.225,0.175,-0.1375,-0.0625,0.2,0.01,-0.082,0.003,-0.017,0.111,-1.153
0.051,0.225,0.174,-0.138,-0.061500000000000006,0.1995,0.01,-0.089,-0.002,-0.021,0.11,-1.156
0.057,0.225,0.168,-0.14100000000000001,-0.0555,0.1965,0.009,-0.096,-0.006,-0.028,0.109,-1.162
0.06,0.225,0.165,-0.14250000000000002,-0.052500000000000005,0.195,0.005,-0.1,-0.01,-0.04,0.105,-1.175
0.058,0.225,0.167,-0.14150000000000001,-0.0545,0.196,0.005,-0.104,-0.014,-0.039,0.105,-1.184
0.073,0.225,0.152,-0.149,-0.03950000000000001,0.1885,0.006,-0.108,-0.019,-0.05,0.102,-1.188
0.063,0.225,0.162,-0.14400000000000002,-0.0495,0.1935,0.003,-0.112,-0.02,-0.053,0.1,-1.192
0.045,0.225,0.18,-0.135,-0.0675,0.2025,0.0,-0.117,-0.021,-0.052,0.099,-1.196
0.07,0.225,0.155,-0.14750000000000002,-0.042499999999999996,0.19,0.0,-0.125,-0.025,-0.07,0.095,-1.205
0.088,0.225,0.137,-0.1565,-0.024500000000000008,0.181,0.0,-0.13,-0.029,-0.075,0.095,-1.218
0.091,0.225,0.134,-0.158,-0.021500000000000005,0.1795,0.001,-0.13,-0.033,-0.075,0.095,-1.218
0.057,0.225,0.168,-0.14100000000000001,-0.0555,0.1965,-0.002,-0.13,-0.038,-0.075,0.095,-1.214
0.021,0.225,0.204,-0.123,-0.0915,0.2145,-0.005,-0.13,-0.039,-0.075,0.095,-1.216
0.03,0.225,0.195,-0.1275,-0.0825,0.21000000000000002,-0.005,-0.13,-0.04,-0.075,0.095,-1.225
0.031,0.225,0.194,-0.128,-0.0815,0.20950000000000002,-0.005,-0.13,-0.057,-0.075,0.095,-1.25
0.03,0.225,0.195,-0.1275,-0.0825,0.21000000000000002,-0.004,-0.128,-0.062,-0.078,0.095,-1.261
0.03,0.225,0.195,-0.1275,-0.0825,0.21000000000000002,-0.007,-0.138,-0.059,-0.081,0.095,-1.259
0.031,0.226,0.195,-0.1285,-0.082,0.21050000000000002,-0.01,-0.151,-0.06,-0.08,0.095,-1.261
0.035,0.23,0.195,-0.1325,-0.08,0.21250000000000002,-0.01,-0.145,-0.06,-0.08,0.095,-1.265
0.035,0.23,0.195,-0.1325,-0.08,0.21250000000000002,-0.01,-0.145,-0.06,-0.08,0.095,-1.264
0.034,0.23,0.196,-0.132,-0.081,0.21300000000000002,-0.01,-0.145,-0.06,-0.08,0.095,-1.273
0.037,0.23,0.193,-0.1335,-0.07800000000000001,0.21150000000000002,-0.01,-0.145,-0.06,-0.08,0.095,-1.287
0.04,0.23,0.19,-0.135,-0.07500000000000001,0.21000000000000002,-0.01,-0.145,-0.059,-0.081,0.095,-1.297
0.04,0.23,0.19,-0.135,-0.07500000000000001,0.21000000000000002,-0.01,-0.145,-0.055,-0.08,0.095,-1.3
0.04,0.23,0.19,-0.135,-0.07500000000000001,0.21000000000000002,-0.014,-0.142,-0.053,-0.074,0.095,-1.307
0.04,0.23,0.19,-0.135,-0.07500000000000001,0.21000000000000002,-0.015,-0.167,-0.07,-0.091,0.095,-1.323
0.04,0.23,0.19,-0.135,-0.07500000000000001,0.21000000000000002,-0.015,-0.182,-0.085,-0.101,0.095,-1.334
0.04,0.23,0.19,-0.135,-0.07500000000000001,0.21000000000000002,-0.015,-0.174,-0.085,-0.094,0.095,-1.336
0.04,0.23,0.19,-0.135,-0.07500000000000001,0.21000000000000002,-0.015,-0.175,-0.085,-0.095,0.095,-1.34
0.04,0.23,0.19,-0.135,-0.07500000000000001,0.21000000000000002,-0.015,-0.171,-0.085,-0.095,0.095,-1.347
0.043,0.229,0.187,-0.136,-0.07150000000000001,0.20750000000000002,-0.014,-0.17,-0.085,-0.095,0.095,-1.36
0.047,0.232,0.184,-0.1395,-0.069,0.20850000000000002,-0.017,-0.168,-0.085,-0.095,0.095,-1.368
0.05,0.235,0.185,-0.1425,-0.06749999999999999,0.21,-0.02,-0.165,-0.085,-0.095,0.095,-1.38
0.05,0.235,0.185,-0.1425,-0.06749999999999999,0.21,-0.02,-0.165,-0.085,-0.095,0.095,-1.405
0.05,0.235,0.185,-0.1425,-0.06749999999999999,0.21,-0.02,-0.161,-0.085,-0.095,0.095,-1.411
0.05,0.235,0.185,-0.1425,-0.06749999999999999,0.21,-0.02,-0.16,-0.085,-0.092,0.092,-1.408
0.05,0.235,0.185,-0.1425,-0.06749999999999999,0.21,-0.02,-0.158,-0.085,-0.089,0.088,-1.415
0.05,0.235,0.185,-0.1425,-0.06749999999999999,0.21,-0.02,-0.155,-0.086,-0.09,0.084,-1.427
0.05,0.235,0.185,-0.1425,-0.06749999999999999,0.21,-0.02,-0.155,-0.09,-0.09,0.08,-1.43
0.05,0.235,0.185,-0.1425,-0.06749999999999999,0.21,-0.016,-0.147,-0.09,-0.09,0.08,-1.434
0.047,0.235,0.188,-0.141,-0.0705,0.2115,-0.015,-0.141,-0.09,-0.09,0.078,-1.437
0.045,0.235,0.19,-0.13999999999999999,-0.0725,0.2125,-0.015,-0.139,-0.09,-0.09,0.072,-1.448
0.044,0.235,0.191,-0.13949999999999999,-0.0735,0.213,-0.015,-0.133,-0.09,-0.09,0.07,-1.471
0.04,0.235,0.195,-0.13749999999999998,-0.07749999999999999,0.215,-0.015,-0.125,-0.09,-0.09,0.07,-1.49
0.04,0.233,0.194,-0.1365,-0.07650000000000001,0.21300000000000002,-0.015,-0.121,-0.09,-0.095,0.066,-1.491
0.039,0.245,0.206,-0.142,-0.08349999999999999,0.2255,-0.015,-0.116,-0.09,-0.094,0.061,-1.488
0.042,0.247,0.205,-0.1445,-0.08149999999999999,0.226,-0.013,-0.116,-0.091,-0.102,0.061,-1.494
0.045,0.231,0.186,-0.138,-0.07050000000000001,0.20850000000000002,-0.009,-0.121,-0.089,-0.128,0.057,-1.509
0.045,0.22,0.175,-0.1325,-0.065,0.1975,-0.01,-0.125,-0.09,-0.16,0.04,-1.53
0.054,0.212,0.158,-0.133,-0.052,0.185,-0.026,-0.135,-0.121,-0.187,0.028,-1.557
0.053,0.202,0.148,-0.1275,-0.04800000000000001,0.17550000000000002,-0.041,-0.158,-0.155,-0.224,0.013,-1.587
0.064,0.189,0.124,-0.1265,-0.0305,0.157,-0.062,-0.179,-0.2,-0.266,-0.001,-1.609
0.092,0.178,0.086,-0.135,0.0030000000000000027,0.132,-0.084,-0.193,-0.251,-0.312,-0.014,-1.624
0.115,0.17,0.055,-0.14250000000000002,0.03,0.11250000000000002,-0.095,-0.21,-0.29,-0.37,-0.03,-1.635
0.135,0.162,0.027,-0.14850000000000002,0.054000000000000006,0.0945,-0.114,-0.24,-0.337,-0.436,-0.042,-1.631
0.158,0.157,-0.001,-0.1575,0.0795,0.078,-0.138,-0.282,-0.389,-0.482,-0.057,-1.63
0.18,0.151,-0.029,-0.16549999999999998,0.1045,0.061,-0.162,-0.327,-0.44,-0.522,-0.07,-1.628
0.2,0.144,-0.057,-0.172,0.128,0.043999999999999984,-0.195,-0.38,-0.496,-0.574,-0.086,-1.625
0.225,0.14,-0.085,-0.1825,0.155,0.02750000000000001,-0.245,-0.45,-0.565,-0.635,-0.115,-1.625
0.252,0.131,-0.121,-0.1915,0.1865,0.0050000000000000044,-0.293,-0.521,-0.629,-0.699,-0.143,-1.622
0.286,0.129,-0.157,-0.2075,0.22149999999999997,-0.013999999999999985,-0.341,-0.599,-0.69,-0.755,-0.172,-1.616
0.307,0.113,-0.194,-0.21,0.2505,-0.040499999999999994,-0.354,-0.631,-0.7,-0.755,-0.195,-1.632
0.312,0.084,-0.228,-0.198,0.27,-0.072,-0.337,-0.625,-0.667,-0.716,-0.198,-1.662
0.33,0.055,-0.275,-0.1925,0.3025,-0.11000000000000001,-0.33,-0.64,-0.645,-0.69,-0.18,-1.685
0.365,-0.003,-0.368,-0.181,0.3665,-0.1855,-0.318,-0.654,-0.621,-0.656,-0.165,-1.71
0.368,-0.07,-0.439,-0.149,0.403,-0.254,-0.311,-0.649,-0.598,-0.613,-0.137,-1.728
0.368,-0.159,-0.527,-0.1045,0.4475,-0.34299999999999997,-0.293,-0.645,-0.57,-0.599,-0.09,-1.76
0.374,-0.257,-0.631,-0.058499999999999996,0.5025,-0.444,-0.263,-0.633,-0.545,-0.605,-0.084,-1.815
0.36,-0.345,-0.705,-0.007500000000000007,0.5325,-0.5249999999999999,-0.24,-0.59,-0.52,-0.605,-0.17,-1.89
0.349,-0.468,-0.817,0.059500000000000025,0.583,-0.6425000000000001,-0.223,-0.553,-0.465,-0.638,-0.284,-1.992
0.365,-0.549,-0.914,0.09200000000000003,0.6395,-0.7315,-0.212,-0.525,-0.411,-0.684,-0.412,-2.105
0.392,-0.572,-0.964,0.08999999999999997,0.6779999999999999,-0.768,-0.196,-0.508,-0.357,-0.706,-0.518,-2.197
0.398,-0.595,-0.993,0.09849999999999998,0.6955,-0.794,-0.183,-0.479,-0.303,-0.723,-0.629,-2.286
0.38,-0.65,-1.03,0.135,0.7050000000000001,-0.8400000000000001,-0.17,-0.405,-0.25,-0.775,-0.795,-2.405
0.367,-0.691,-1.058,0.16199999999999998,0.7124999999999999,-0.8744999999999999,-0.116,-0.289,-0.167,-0.824,-0.945,-2.509
0.356,-0.728,-1.085,0.186,0.72,-0.9059999999999999,-0.059,-0.15,-0.051,-0.828,-1.003,-2.581
0.328,-0.757,-1.085,0.2145,0.7065,-0.921,-0.012,-0.046,0.018,-0.801,-1.002,-2.624
0.302,-0.765,-1.067,0.2315,0.6845,-0.916,0.03,0.013,0.035,-0.82,-1.001,-2.651
0.29,-0.76,-1.05,0.23500000000000001,0.6699999999999999,-0.905,0.075,0.07,0.06,-0.89,-1.0,-2.67
0.24,-0.759,-1.0,0.2595,0.6194999999999999,-0.879,0.137,0.162,0.088,-0.869,-0.961,-2.673
0.221,-0.725,-0.946,0.252,0.5835,-0.8355,0.212,0.281,0.157,-0.848,-0.922,-2.687
0.227,-0.679,-0.906,0.22600000000000003,0.5665,-0.7925000000000001,0.271,0.39,0.237,-0.804,-0.869,-2.68
0.213,-0.631,-0.844,0.20900000000000002,0.5285,-0.7375,0.318,0.466,0.318,-0.729,-0.797,-2.648
0.175,-0.565,-0.74,0.19499999999999998,0.45749999999999996,-0.6525,0.375,0.52,0.41,-0.675,-0.725,-2.62
0.152,-0.504,-0.656,0.176,0.404,-0.58,0.425,0.559,0.448,-0.617,-0.648,-2.576
0.151,-0.447,-0.599,0.14800000000000002,0.3745,-0.5225,0.455,0.571,0.449,-0.581,-0.58,-2.535
0.141,-0.394,-0.535,0.1265,0.33799999999999997,-0.4645,0.475,0.585,0.442,-0.56,-0.521,-2.491
0.114,-0.341,-0.455,0.11350000000000002,0.28450000000000003,-0.398,0.495,0.611,0.439,-0.531,-0.459,-2.444
0.09,-0.285,-0.375,0.09749999999999999,0.23249999999999998,-0.32999999999999996,0.52,0.62,0.435,-0.49,-0.395,-2.4
0.062,-0.23,-0.293,0.084,0.177,-0.261,0.551,0.593,0.429,-0.453,-0.337,-2.337
0.033,-0.162,-0.195,0.0645,0.114,-0.1785,0.551,0.567,0.44,-0.388,-0.258,-2.273
-0.007,-0.09,-0.084,0.0485,0.038,-0.0865,0.543,0.54,0.461,-0.315,-0.177,-2.219
-0.022,-0.014,0.008,0.018,-0.015,-0.003000000000000001,0.526,0.524,0.515,-0.23,-0.099,-2.167
0.015,0.075,0.06,-0.045,-0.0225,0.0675,0.475,0.5,0.575,-0.135,-0.015,-2.115
0.025,0.138,0.113,-0.0815,-0.044000000000000004,0.1255,0.432,0.375,0.503,-0.093,0.042,-2.075
-0.007,0.178,0.185,-0.08549999999999999,-0.096,0.1815,0.377,0.255,0.431,-0.052,0.096,-2.031
-0.019,0.211,0.23,-0.096,-0.1245,0.2205,0.313,0.152,0.341,-0.032,0.137,-2.011
0.008,0.233,0.226,-0.12050000000000001,-0.10850000000000001,0.229,0.257,0.035,0.215,-0.041,0.152,-2.016
0.02,0.235,0.215,-0.1275,-0.09749999999999999,0.22499999999999998,0.21,-0.07,0.12,-0.04,0.155,-2.015
-0.01,0.234,0.245,-0.112,-0.127,0.23900000000000002,0.161,-0.114,0.059,-0.048,0.159,-2.015
-0.004,0.238,0.242,-0.11699999999999999,-0.123,0.24,0.12,-0.14,0.001,-0.055,0.163,-2.015
